Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
Exhibit01,https://github.com/mirogravitas/office/blob/e56f7e8c8b0d3b7d58c553ec95ebd4df73f7e24e/wallpapers-62c7d18aef333.jpg,0:00:10,1:00:00,1/1/18 0:00,12/31/30 23:59,yes
